iter	RMSE
219	0.05258235092
220	0.05258178426
221	0.05258060515
222	0.05257925995
223	0.05257897754
224	0.05257747254
225	0.05257744962
226	0.05257649245
227	0.05257578546
228	0.05257488307
229	0.05257460963
230	0.05257382179
231	0.05257344959
232	0.0525725494
233	0.05257219033
234	0.05257069809
235	0.05257017127
236	0.05256937461
237	0.05256708901
238	0.05256454738
239	0.05256248592
240	0.05256190603
241	0.05256157871
242	0.05256063872
243	0.05255972477
244	0.05255953768
245	0.05255928981
246	0.05255764788
247	0.05255644494
248	0.05255607716
249	0.05255599981
250	0.05255516883
251	0.05255449176
252	0.05255285681
253	0.05255188772
254	0.05255016819
255	0.05254998716
256	0.05254955044
257	0.05254887667
258	0.05254761808
259	0.05254741032
260	0.05254585409
261	0.05254531257
262	0.0525449702
263	0.05254459415
264	0.05254404851
265	0.05254343605
266	0.05254274097
267	0.05254210661
268	0.05254186299
269	0.05254140894
270	0.0525404171
271	0.05253898806
272	0.0525376015
273	0.05253737907
274	0.05253650254
275	0.05253623269
276	0.05253548121
277	0.05253324869
278	0.05253229558
279	0.05253015232
280	0.05252982032
281	0.0525294566
282	0.05252944938
283	0.05252870621
284	0.05252607517
285	0.05252595965
286	0.052524977
287	0.05252474247
288	0.0525243938
289	0.05252430283
290	0.05252333044
291	0.05252328633
292	0.05252269025
293	0.05252163392
294	0.05252040084
295	0.05251505094
296	0.05251463094
297	0.05251427
298	0.05251237575
299	0.05251160729
300	0.05251070166
301	0.0525099737
302	0.05250906948
303	0.05250899388
304	0.05250683738
305	0.05250662181
306	0.05250659439
307	0.05250584079
308	0.05250417795
309	0.05250376356
310	0.05250319297
311	0.05250240596
312	0.0525022788
313	0.05250179316
314	0.05249995669
315	0.05249905262
316	0.05249850337
317	0.0524984471
318	0.05249752484
319	0.05249751417
320	0.05249675088
321	0.05249632567
322	0.05249609713
323	0.05249376889
324	0.05249230758
325	0.05249225623
326	0.05249153715
327	0.05249095013
328	0.05249045766
329	0.05249025221
330	0.05248979421
331	0.05248932232
332	0.05248876518
333	0.05248835348
334	0.05248716665
335	0.05248618042
336	0.05248615563
337	0.05248552434
338	0.05248524691
339	0.05248505453
340	0.05248487966
341	0.0524848486
342	0.05248435155
343	0.05248386901
344	0.05248321016
345	0.05248277186
346	0.05248246852
347	0.05248236423
348	0.05248203851
349	0.05248202372
350	0.05248188245
351	0.05248102007
352	0.05248101108
353	0.05248087784
354	0.05247997866
355	0.05247947303
356	0.05247913856
357	0.05247868417
358	0.05247836294
359	0.05247816898
360	0.05247767058
361	0.05247756106
362	0.05247733931
363	0.05247699378
364	0.05247672978
365	0.05247638526
366	0.05247536229
367	0.05247428089
368	0.05247380617
369	0.05247340282
370	0.05247325921
371	0.05247252955
372	0.05247251984
373	0.05247155025
374	0.05247151085
375	0.05247124579
376	0.05247095497
377	0.05246998928
378	0.0524698408
379	0.0524693364
380	0.05246775709
381	0.05246705876
382	0.05246671737
383	0.05246658203
384	0.05246581466
385	0.05246559929
386	0.05246531974
387	0.05246506185
388	0.05246407951
389	0.05246318107
390	0.05246286123
391	0.05246278025
392	0.05246239191
393	0.05246199825
394	0.05246183176
395	0.05246076609
396	0.05246032574
397	0.05246005067
398	0.0524593546
399	0.05245808368
400	0.05245742902
401	0.05245707854
402	0.05245699203
403	0.0524569037
404	0.05245516212
405	0.05245504885
406	0.05245493163
407	0.05245449657
408	0.05245389913
409	0.05245029659
410	0.05245014995
411	0.05244967422
412	0.05244954334
413	0.05244893683
414	0.05244878464
415	0.05244871255
416	0.05244866016
417	0.05244801677
418	0.05244768002
419	0.0524471507
420	0.05244677288
421	0.05244656048
422	0.05244614742
423	0.05244604653
424	0.05244545984
425	0.05244511592
426	0.05244437668
427	0.0524420638
428	0.05244095577
429	0.05244074062
430	0.05244041459
431	0.05244031988
432	0.05244011618
433	0.05243976458
434	0.05243959524
435	0.05243828087
436	0.05243821105
437	0.0524378637
438	0.05243518908
439	0.05243452336
440	0.05243450845
441	0.05243443679
442	0.05243421644
443	0.05243322533
444	0.05243121486
445	0.05243082997
446	0.05243060537
447	0.05243040957
448	0.05243017727
449	0.05243014664
450	0.05242955792
451	0.05242774096
452	0.05242757621
453	0.05242689531
454	0.05242671388
455	0.05242669351
456	0.05242637085
457	0.05242623179
458	0.05242604249
459	0.05242589061
460	0.05242546074
461	0.05242486075
462	0.05242458566
463	0.05242448281
464	0.05242384527
465	0.05242349433
466	0.05242310202
467	0.05242298331
468	0.05242151398
469	0.05242066823
470	0.05242061766
471	0.05242037241
472	0.05242029089
473	0.05242005942
474	0.05241982744
475	0.05241961437
476	0.05241902867
477	0.05241877407
478	0.05241866122
479	0.05241842337
480	0.05241802286
481	0.0524177735
482	0.05241751473
483	0.05241714518
484	0.0524170576
485	0.05241681736
486	0.05241567024
487	0.05241550435
488	0.0524154741
489	0.05241547168
490	0.05241499477
491	0.05241466924
492	0.05241400459
493	0.05241376252
494	0.05241366399
495	0.05241364771
496	0.05241335328
497	0.05241311126
498	0.05241180559
499	0.05241049089
500	0.05240990663
501	0.05240965688
502	0.05240919607
503	0.05240894395
504	0.05240852287
505	0.05240834233
506	0.05240772758
507	0.05240713704
508	0.05240680345
509	0.05240597715
510	0.05240534275
511	0.05240521992
512	0.05240494163
513	0.05240447184
514	0.05240424656
515	0.05240399237
516	0.05240296618
517	0.05240253811
518	0.05240117755
519	0.05240106697
520	0.05240098968
521	0.05240089674
522	0.05240070045
523	0.05240059704
524	0.05240015398
525	0.05239976682
526	0.0523996772
527	0.05239962982
528	0.05239942205
529	0.05239940697
530	0.0523986922
531	0.05239730338
532	0.05239659561
533	0.05239596684
534	0.05239593282
535	0.05239539787
536	0.0523952705
537	0.0523951429
538	0.052394674
539	0.05239153802
540	0.05239006103
541	0.05238696758
542	0.05238642474
543	0.05238590706
544	0.05238560639
545	0.05238497412
546	0.05238475766
547	0.05238431536
548	0.05238415083
549	0.05238373499
550	0.05238350883
551	0.0523829094
552	0.05238248208
553	0.0523818479
554	0.05238056053
555	0.05238039904
556	0.05237981636
557	0.05237950988
558	0.05237948927
559	0.05237916627
560	0.05237803167
561	0.05237801062
562	0.05237774733
563	0.05237728434
564	0.05237691596
565	0.05237672678
566	0.05237654596
567	0.05237650887
568	0.05237623627
569	0.05237595511
570	0.05237565516
571	0.05237544061
572	0.05237537334
573	0.05237508694
574	0.05237488163
575	0.05237472788
576	0.05237353988
577	0.05237291562
578	0.05237258471
579	0.05237257861
580	0.05237222034
581	0.05237202924
582	0.05237143908
583	0.05237109707
584	0.05237097027
585	0.05237085625
586	0.05237040231
587	0.05237017163
588	0.05237013169
589	0.05236999717
590	0.05236970533
591	0.05236941194
592	0.05236907667
593	0.05236889715
594	0.05236863911
595	0.05236828505
596	0.05236749496
597	0.05236741103
598	0.05236733377
599	0.052367075
600	0.05236665389
601	0.05236641222
602	0.05236617961
603	0.05236552477
604	0.05236551975
605	0.05236539904
606	0.05236536572
607	0.05236517462
608	0.05236508082
609	0.05236473319
610	0.05236459846
611	0.05236433603
612	0.05236404694
613	0.05236403645
614	0.05236386353
615	0.05236345832
616	0.052363295
617	0.05236314553
618	0.05236292746
619	0.05236272787
620	0.05236264116
621	0.05236260339
622	0.05236243486
623	0.05236227505
624	0.05236163997
625	0.05236040889
626	0.05236017732
627	0.05235940927
628	0.05235932872
629	0.05235705431
630	0.05235693201
631	0.05235496078
632	0.05235456264
633	0.05235436793
634	0.0523541927
635	0.05235401379
636	0.05235389924
637	0.05235387626
638	0.05235332834
639	0.05235274423
640	0.05235240804
641	0.05235225119
642	0.05235220105
643	0.05235159513
644	0.05235149897
645	0.05235142872
646	0.05235126243
647	0.05235116791
648	0.05235111803
649	0.05235093521
650	0.05235072812
651	0.05235051559
652	0.05235031184
653	0.05235020579
654	0.05235007021
655	0.05235004528
656	0.05234987374
657	0.05234980341
658	0.05234940548
659	0.05234938029
660	0.05234880745
661	0.05234849979
662	0.05234663439
663	0.05234625362
664	0.05234622212
665	0.05234609901
666	0.0523459819
667	0.05234584487
668	0.05234579296
669	0.05234573746
670	0.05234547551
671	0.05234516587
672	0.05234515067
673	0.05234453151
674	0.052342708
675	0.05234240571
676	0.05234210655
677	0.05234157383
678	0.0523413022
679	0.05234121228
680	0.05234056945
681	0.05233991053
682	0.05233970109
683	0.05233926138
684	0.0523390306
685	0.05233881597
686	0.0523384706
687	0.05233809428
688	0.05233795979
689	0.0523378702
690	0.05233771582
691	0.0523373615
692	0.05233717771
693	0.05233711963
694	0.05233705374
695	0.05233683698
696	0.05233651442
697	0.05233611665
698	0.05233577919
699	0.05233560571
700	0.05233546304
701	0.05233527859
702	0.05233498854
703	0.05233467517
704	0.05233449556
705	0.05233413403
706	0.0523331508
707	0.052332864
708	0.05233196997
709	0.05233148414
710	0.05233111949
711	0.05233063368
712	0.05233031345
713	0.05233015232
714	0.05232984889
715	0.05232975641
716	0.05232963323
717	0.05232923408
718	0.05232923021
719	0.05232918703
720	0.05232895109
721	0.05232836736
722	0.0523280198
723	0.05232801697
724	0.05232789427
725	0.05232764051
726	0.05232762332
727	0.0523274463
728	0.0523269456
729	0.05232664591
730	0.05232641414
731	0.05232617063
732	0.05232582811
733	0.0523256038
734	0.05232527685
735	0.05232522568
736	0.05232518158
737	0.05232449941
738	0.05232430978
739	0.05232420189
740	0.05232413815
741	0.05232394199
742	0.05232385708
743	0.05232340225
744	0.05232300347
745	0.05232293861
746	0.05232283553
747	0.05232201608
748	0.05232184793
749	0.05232183478
750	0.05232180653
751	0.05232151262
752	0.05232146794
753	0.05232133082
754	0.05232118011
755	0.05232080094
756	0.05232034197
757	0.05231966476
758	0.05231957579
759	0.05231956059
760	0.05231893414
761	0.05231866213
762	0.05231859079
763	0.05231837032
764	0.05231822906
765	0.05231780141
766	0.05231778828
767	0.0523175292
768	0.05231719637
769	0.05231683338
770	0.05231660646
771	0.05231643519
772	0.05231626947
773	0.05231620586
774	0.05231596716
775	0.05231588686
776	0.05231573465
777	0.05231565269
778	0.05231537815
779	0.05231501752
780	0.05231487938
781	0.05231472345
782	0.05231460971
783	0.05231424609
784	0.05231413778
785	0.05231411302
786	0.05231406914
787	0.05231394897
788	0.05231354693
789	0.05231323573
790	0.05231317951
791	0.05231273537
792	0.05231262641
793	0.05231244469
794	0.0523121765
795	0.05231200723
796	0.05231183541
797	0.05231098447
798	0.05231044407
799	0.05231042144
800	0.05231009804
801	0.05231008993
802	0.0523099943
803	0.05230996435
804	0.05230986441
805	0.05230970097
806	0.05230920594
807	0.05230907876
808	0.05230859779
809	0.05230811938
810	0.05230779376
811	0.05230762651
812	0.05230758936
813	0.05230729783
814	0.05230697052
815	0.05230673043
816	0.0523066802
817	0.05230655364
818	0.05230614833
819	0.05230600934
820	0.05230599165
821	0.05230577754
822	0.05230531226
823	0.05230516602
824	0.05230492664
825	0.05230448457
826	0.05230408951
827	0.05230397844
828	0.0523037597
829	0.05230322692
830	0.05230291216
831	0.05230287284
832	0.05230283699
833	0.05230262115
834	0.0523023097
835	0.05230204226
836	0.05230141509
837	0.05230140843
838	0.05230096841
839	0.05230060695
840	0.05230044223
841	0.05230027984
842	0.0523002166
843	0.05230017373
844	0.05230001028
845	0.0522996091
846	0.05229953203
847	0.05229942116
848	0.05229926772
849	0.05229905465
850	0.05229901888
851	0.05229899733
852	0.05229878253
853	0.0522982882
854	0.0522981205
855	0.05229786745
856	0.05229784945
857	0.05229783271
858	0.05229749812
859	0.05229747928
860	0.05229731442
861	0.05229725956
862	0.05229716978
863	0.05229716124
864	0.05229689821
865	0.052296735
866	0.05229655796
867	0.0522963564
868	0.05229631558
869	0.05229628601
870	0.05229587375
871	0.05229562813
872	0.05229534187
873	0.05229510571
874	0.05229495693
875	0.05229464662
876	0.05229440289
877	0.05229363519
878	0.05229361423
879	0.05229248384
880	0.05229173087
881	0.05229059513
882	0.05229054885
883	0.05229017595
884	0.0522896872
885	0.05228935321
886	0.05228932592
887	0.05228875417
888	0.05228864693
889	0.05228734471
890	0.0522873224
891	0.05228731169
892	0.05228719888
893	0.05228699342
894	0.05228686619
895	0.05228664496
896	0.05228654845
897	0.0522861806
898	0.05228591419
899	0.05228576262
900	0.05228509392
901	0.05228498482
902	0.05228485046
903	0.05228465158
904	0.05228462773
905	0.05228459756
906	0.05228425112
907	0.05228420277
908	0.05228377837
909	0.05228376706
910	0.05228357872
911	0.05228327941
912	0.05228317026
913	0.05228292423
914	0.05228274921
915	0.05228263287
916	0.05228244361
917	0.05228223392
918	0.05228207403
919	0.05228178674
920	0.05228127803
921	0.05228120486
922	0.05228094642
923	0.05228085875
924	0.05228078939
925	0.05228072686
926	0.05228072262
927	0.05228065517
928	0.05228048475
929	0.05228027964
930	0.05228023442
931	0.0522801473
932	0.05227996229
933	0.05227982061
934	0.05227960515
935	0.05227948113
936	0.05227919248
937	0.05227917291
938	0.0522789354
939	0.05227885638
940	0.0522788378
941	0.05227848691
942	0.05227827256
943	0.05227800308
944	0.05227781055
945	0.05227753951
946	0.05227597829
947	0.05227563074
948	0.05227485659
949	0.05227475786
950	0.05227470056
951	0.05227441712
952	0.05227431888
953	0.05227398827
954	0.05227387196
955	0.05227349292
956	0.0522729069
957	0.0522727771
958	0.05227265344
959	0.0522726256
960	0.05227197018
961	0.0522719388
962	0.05227184458
963	0.05227168248
964	0.05227141608
965	0.05227099917
966	0.05227099293
967	0.05227076586
968	0.0522705268
969	0.05227036063
970	0.05227015809
971	0.05226985216
972	0.05226927977
973	0.05226921983
974	0.05226916092
975	0.05226883331
976	0.05226858954
977	0.05226834677
978	0.05226816352
979	0.05226803248
980	0.05226787825
981	0.05226787484
982	0.05226785945
983	0.05226766846
984	0.05226707626
985	0.0522669622
986	0.05226682015
987	0.05226670742
988	0.05226651723
989	0.05226641555
990	0.0522663671
991	0.05226595627
992	0.05226554007
993	0.05226550193
994	0.05226520034
995	0.05226486391
996	0.05226478319
997	0.05226460629
998	0.05226397861
999	0.05226387664
